Tijd (s);Kracht (N);Verplaatsing (mm)
1,614;-71,5;-0,431
1,626;-72,5;-0,432
1,644;-73;-0,433
1,664;-73;-0,434
1,684;-74,5;-0,435
1,701;-75,5;-0,436
1,722;-76;-0,437
1,738;-76;-0,438
1,754;-77;-0,438
1,77;-77;-0,439
1,786;-78,5;-0,44
1,8;-79,5;-0,44
1,813;-79,5;-0,442
1,84;-80;-0,443
1,859;-80,5;-0,444
1,878;-82,5;-0,445
1,897;-82,5;-0,446
1,913;-83;-0,446
1,93;-84;-0,447
1,943;-84;-0,448
1,955;-84,5;-0,448
1,966;-84,5;-0,449
1,984;-86,5;-0,45
2,004;-87;-0,451
2,019;-87;-0,452
2,035;-88;-0,452
2,049;-88;-0,453
2,065;-88,5;-0,454
2,082;-90,5;-0,455
2,098;-90,5;-0,456
2,117;-91;-0,456
2,131;-91;-0,457
2,146;-92;-0,458
2,163;-92,5;-0,459
2,18;-92,5;-0,46
2,199;-94;-0,461
2,218;-95;-0,462
2,236;-95,5;-0,462
2,248;-95,5;-0,463
2,262;-96,5;-0,464
2,28;-96,5;-0,464
2,295;-98;-0,465
2,312;-99;-0,466
2,328;-99;-0,467
2,343;-99,5;-0,468
2,365;-100,5;-0,469
2,385;-100,5;-0,47
2,401;-102;-0,471
2,417;-102,5;-0,472
2,437;-102,5;-0,473
2,455;-103,5;-0,473
2,474;-104,5;-0,474
2,493;-104,5;-0,475
2,507;-106;-0,476
2,52;-107;-0,476
2,535;-107;-0,478
2,554;-108;-0,479
2,577;-108,5;-0,48
2,593;-108,5;-0,48
2,61;-110,5;-0,481
2,627;-111;-0,482
2,645;-111;-0,483
2,659;-112;-0,483
2,672;-112;-0,484
2,688;-113;-0,485
2,706;-114,5;-0,486
2,723;-114,5;-0,487
2,737;-115;-0,488
2,757;-116;-0,488
2,777;-116;-0,489
2,789;-116,5;-0,49
2,811;-118,5;-0,491
2,824;-118,5;-0,492
2,837;-119;-0,492
2,85;-119;-0,493
Tijd (s),Kracht (N),Verplaatsing (mm)
0;-30;-0,35
0;-30;-0,351
0,017;-30;-0,352
0,033;-30;-0,352
0,048;-30;-0,353
0,061;-30,5;-0,354
0,074;-30,5;-0,354
0,09;-30,5;-0,355
0,106;-30,5;-0,356
0,122;-31;-0,357
0,141;-31,5;-0,358
0,157;-31,5;-0,359
0,174;-31,5;-0,36
0,191;-31,5;-0,361
0,211;-32,5;-0,362
0,228;-32,5;-0,362
0,24;-33;-0,363
0,254;-33;-0,364
0,268;-33,5;-0,364
0,284;-33,5;-0,365
0,296;-34;-0,366
0,312;-34;-0,367
0,33;-34;-0,367
0,343;-35;-0,368
0,355;-35;-0,368
0,367;-35;-0,369
0,38;-35;-0,37
0,393;-35,5;-0,37
0,407;-35,5;-0,371
0,423;-36;-0,372
0,436;-36;-0,373
0,452;-37;-0,374
0,471;-37;-0,374
0,484;-37;-0,375
0,496;-37,5;-0,376
0,508;-37,5;-0,376
0,522;-38;-0,377
0,534;-38;-0,377
0,546;-39;-0,378
0,56;-39;-0,379
0,572;-39,5;-0,379
0,584;-39,5;-0,38
0,596;-40;-0,38
0,608;-40;-0,381
0,624;-40,5;-0,382
0,644;-40,5;-0,383
0,658;-41,5;-0,384
0,673;-42;-0,384
0,693;-42;-0,386
0,712;-42,5;-0,386
0,725;-43;-0,387
0,737;-43;-0,388
0,751;-44;-0,388
0,767;-44;-0,389
0,782;-45;-0,39
0,799;-45,5;-0,391
0,818;-45,5;-0,392
0,832;-46;-0,392
0,844;-46;-0,393
0,857;-47,5;-0,394
0,87;-47,5;-0,394
0,882;-48;-0,395
0,899;-48;-0,396
0,928;-49,5;-0,397
0,942;-49,5;-0,398
0,957;-50,5;-0,399
0,974;-50,5;-0,4
0,991;-51;-0,4
1,005;-51;-0,401
1,02;-51,5;-0,402
1,036;-52,5;-0,402
1,052;-52,5;-0,403
1,068;-53,5;-0,404
1,085;-54;-0,405
1,103;-54;-0,406
1,117;-55;-0,406
1,133;-55,5;-0,408
1,151;-55,5;-0,408
1,172;-56,5;-0,41
1,195;-57,5;-0,41
1,214;-58,5;-0,412
1,234;-58,5;-0,412
1,248;-59;-0,413
1,263;-60,5;-0,414
1,28;-60,5;-0,415
1,299;-61;-0,416
1,321;-62;-0,417
1,345;-62,5;-0,418
1,361;-62,5;-0,419
1,376;-64;-0,42
1,394;-64,5;-0,42
1,409;-64,5;-0,422
1,431;-65,5;-0,422
1,45;-66;-0,423
1,464;-66;-0,424
1,476;-67,5;-0,424
1,489;-67,5;-0,425
1,504;-68;-0,426
1,517;-68;-0,427
1,535;-69;-0,428
1,552;-69,5;-0,428
1,565;-69,5;-0,429
1,578;-71;-0,43
1,6;-71,5;-0,43
1,614;-71,5;-0,431
1,626;-72,5;-0,432
1,644;-73;-0,433
1,664;-73;-0,434
1,684;-74,5;-0,435
1,701;-75,5;-0,436
1,722;-76;-0,437
1,738;-76;-0,438
1,754;-77;-0,438
1,77;-77;-0,439
1,786;-78,5;-0,44
1,8;-79,5;-0,44
1,813;-79,5;-0,442
1,84;-80;-0,443
1,859;-80,5;-0,444
1,878;-82,5;-0,445
1,897;-82,5;-0,446
1,913;-83;-0,446
1,93;-84;-0,447
1,943;-84;-0,448
1,955;-84,5;-0,448
1,966;-84,5;-0,449
1,984;-86,5;-0,45
2,004;-87;-0,451
2,019;-87;-0,452
2,035;-88;-0,452
2,049;-88;-0,453
2,065;-88,5;-0,454
2,082;-90,5;-0,455
2,098;-90,5;-0,456
2,117;-91;-0,456
2,131;-91;-0,457
2,146;-92;-0,458
2,163;-92,5;-0,459
2,18;-92,5;-0,46
2,199;-94;-0,461
2,218;-95;-0,462
2,236;-95,5;-0,462
2,248;-95,5;-0,463
2,262;-96,5;-0,464
2,28;-96,5;-0,464
2,295;-98;-0,465
2,312;-99;-0,466
2,328;-99;-0,467
2,343;-99,5;-0,468
2,365;-100,5;-0,469
2,385;-100,5;-0,47
2,401;-102;-0,471
2,417;-102,5;-0,472
2,437;-102,5;-0,473
2,455;-103,5;-0,473
2,474;-104,5;-0,474
2,493;-104,5;-0,475
2,507;-106;-0,476
2,52;-107;-0,476
2,535;-107;-0,478
2,554;-108;-0,479
2,577;-108,5;-0,48
2,593;-108,5;-0,48
2,61;-110,5;-0,481
2,627;-111;-0,482
2,645;-111;-0,483
2,659;-112;-0,483
2,672;-112;-0,484
2,688;-113;-0,485
2,706;-114,5;-0,486
2,723;-114,5;-0,487
2,737;-115;-0,488
2,757;-116;-0,488
2,777;-116;-0,489
2,789;-116,5;-0,49
2,811;-118,5;-0,491
2,824;-118,5;-0,492
2,837;-119;-0,492
2,85;-119;-0,493
Tijd (s),Kracht (N),Verplaatsing (mm)
0;-30;-0,35
0;-30;-0,351
0,017;-30;-0,352
0,033;-30;-0,352
0,048;-30;-0,353
0,061;-30,5;-0,354
0,074;-30,5;-0,354
0,09;-30,5;-0,355
0,106;-30,5;-0,356
0,122;-31;-0,357
0,141;-31,5;-0,358
0,157;-31,5;-0,359
0,174;-31,5;-0,36
0,191;-31,5;-0,361
0,211;-32,5;-0,362
0,228;-32,5;-0,362
0,24;-33;-0,363
0,254;-33;-0,364
0,268;-33,5;-0,364
0,284;-33,5;-0,365
0,296;-34;-0,366
0,312;-34;-0,367
0,33;-34;-0,367
0,343;-35;-0,368
0,355;-35;-0,368
0,367;-35;-0,369
0,38;-35;-0,37
0,393;-35,5;-0,37
0,407;-35,5;-0,371
0,423;-36;-0,372
0,436;-36;-0,373
0,452;-37;-0,374
0,471;-37;-0,374
0,484;-37;-0,375
0,496;-37,5;-0,376
0,508;-37,5;-0,376
0,522;-38;-0,377
0,534;-38;-0,377
0,546;-39;-0,378
0,56;-39;-0,379
0,572;-39,5;-0,379
0,584;-39,5;-0,38
0,596;-40;-0,38
0,608;-40;-0,381
0,624;-40,5;-0,382
0,644;-40,5;-0,383
0,658;-41,5;-0,384
0,673;-42;-0,384
0,693;-42;-0,386
0,712;-42,5;-0,386
0,725;-43;-0,387
0,737;-43;-0,388
0,751;-44;-0,388
0,767;-44;-0,389
0,782;-45;-0,39
0,799;-45,5;-0,391
0,818;-45,5;-0,392
0,832;-46;-0,392
0,844;-46;-0,393
0,857;-47,5;-0,394
0,87;-47,5;-0,394
0,882;-48;-0,395
0,899;-48;-0,396
0,928;-49,5;-0,397
0,942;-49,5;-0,398
0,957;-50,5;-0,399
0,974;-50,5;-0,4
0,991;-51;-0,4
1,005;-51;-0,401
1,02;-51,5;-0,402
1,036;-52,5;-0,402
1,052;-52,5;-0,403
1,068;-53,5;-0,404
1,085;-54;-0,405
1,103;-54;-0,406
1,117;-55;-0,406
1,133;-55,5;-0,408
1,151;-55,5;-0,408
1,172;-56,5;-0,41
1,195;-57,5;-0,41
1,214;-58,5;-0,412
1,234;-58,5;-0,412
1,248;-59;-0,413
1,263;-60,5;-0,414
1,28;-60,5;-0,415
1,299;-61;-0,416
1,321;-62;-0,417
1,345;-62,5;-0,418
1,361;-62,5;-0,419
1,376;-64;-0,42
1,394;-64,5;-0,42
1,409;-64,5;-0,422
1,431;-65,5;-0,422
1,45;-66;-0,423
1,464;-66;-0,424
1,476;-67,5;-0,424
1,489;-67,5;-0,425
1,504;-68;-0,426
1,517;-68;-0,427
1,535;-69;-0,428
1,552;-69,5;-0,428
1,565;-69,5;-0,429
1,578;-71;-0,43
1,6;-71,5;-0,43
1,614;-71,5;-0,431
1,626;-72,5;-0,432
1,644;-73;-0,433
1,664;-73;-0,434
1,684;-74,5;-0,435
1,701;-75,5;-0,436
1,722;-76;-0,437
1,738;-76;-0,438
1,754;-77;-0,438
1,77;-77;-0,439
1,786;-78,5;-0,44
1,8;-79,5;-0,44
1,813;-79,5;-0,442
1,84;-80;-0,443
1,859;-80,5;-0,444
1,878;-82,5;-0,445
1,897;-82,5;-0,446
1,913;-83;-0,446
1,93;-84;-0,447
1,943;-84;-0,448
1,955;-84,5;-0,448
1,966;-84,5;-0,449
1,984;-86,5;-0,45
2,004;-87;-0,451
2,019;-87;-0,452
2,035;-88;-0,452
2,049;-88;-0,453
2,065;-88,5;-0,454
2,082;-90,5;-0,455
2,098;-90,5;-0,456
2,117;-91;-0,456
2,131;-91;-0,457
2,146;-92;-0,458
2,163;-92,5;-0,459
2,18;-92,5;-0,46
2,199;-94;-0,461
2,218;-95;-0,462
2,236;-95,5;-0,462
2,248;-95,5;-0,463
2,262;-96,5;-0,464
2,28;-96,5;-0,464
2,295;-98;-0,465
2,312;-99;-0,466
2,328;-99;-0,467
2,343;-99,5;-0,468
2,365;-100,5;-0,469
2,385;-100,5;-0,47
2,401;-102;-0,471
2,417;-102,5;-0,472
2,437;-102,5;-0,473
2,455;-103,5;-0,473
2,474;-104,5;-0,474
2,493;-104,5;-0,475
2,507;-106;-0,476
2,52;-107;-0,476
2,535;-107;-0,478
2,554;-108;-0,479
2,577;-108,5;-0,48
2,593;-108,5;-0,48
2,61;-110,5;-0,481
2,627;-111;-0,482
2,645;-111;-0,483
2,659;-112;-0,483
2,672;-112;-0,484
2,688;-113;-0,485
2,706;-114,5;-0,486
2,723;-114,5;-0,487
2,737;-115;-0,488
2,757;-116;-0,488
2,777;-116;-0,489
2,789;-116,5;-0,49
2,811;-118,5;-0,491
2,824;-118,5;-0,492
2,837;-119;-0,492
2,85;-119;-0,493
