Tijd (s);Kracht (N);Verplaatsing (mm)
1,926;-78,5;-0,396
1,939;-78,5;-0,397
1,954;-79,5;-0,398
1,967;-79,5;-0,398
1,984;-80;-0,399
1,997;-80;-0,4
2,01;-80,5;-0,4
2,022;-80,5;-0,401
2,034;-82;-0,402
2,046;-82;-0,402
2,061;-83;-0,403
2,073;-83;-0,403
2,085;-83,5;-0,404
2,097;-83,5;-0,405
2,111;-84,5;-0,405
2,123;-84,5;-0,406
2,14;-85,5;-0,407
2,154;-86,5;-0,408
2,167;-86,5;-0,408
2,18;-86,5;-0,409
2,192;-87;-0,41
2,204;-87;-0,41
2,216;-88;-0,411
2,228;-88;-0,411
2,24;-89,5;-0,412
2,252;-89,5;-0,412
2,263;-90;-0,413
2,276;-90;-0,414
2,288;-91;-0,414
2,301;-91;-0,415
2,317;-91,5;-0,416
2,334;-93;-0,417
2,349;-93;-0,418
2,362;-94;-0,418
2,385;-94,5;-0,419
2,399;-94,5;-0,42
2,417;-95;-0,421
2,431;-95;-0,422
2,444;-97;-0,422
2,459;-97;-0,423
2,474;-97,5;-0,424
2,492;-98,5;-0,424
2,509;-98,5;-0,426
2,527;-99;-0,426
2,545;-100,5;-0,427
2,56;-100,5;-0,428
2,578;-101,5;-0,429
2,597;-102;-0,43
2,613;-102;-0,43
2,63;-102,5;-0,431
2,647;-104;-0,432
2,665;-104;-0,433
2,683;-105;-0,434
2,698;-105,5;-0,435
2,712;-105,5;-0,436
2,729;-106,5;-0,436
2,746;-108;-0,437
2,765;-108;-0,438
2,783;-108,5;-0,439
2,8;-109,5;-0,44
2,817;-109,5;-0,441
2,831;-111;-0,442
2,846;-111;-0,442
2,864;-111,5;-0,443
2,882;-112;-0,444
2,9;-112;-0,445
2,918;-113;-0,446
2,937;-114,5;-0,447
2,956;-115;-0,448
2,971;-115;-0,448
2,984;-116;-0,449
3;-116;-0,45
3,013;-116,5;-0,451
3,032;-116,5;-0,451
3,045;-117,5;-0,452
3,061;-118,5;-0,453
3,079;-118,5;-0,454
3,097;-118,5;-0,454
3,112;-119,5;-0,455
3,128;-119,5;-0,456
Tijd (s),Kracht (N),Verplaatsing (mm)
0;-30;-0,3
0;-30;-0,3
0,016;-30;-0,301
0,033;-30,5;-0,302
0,051;-30,5;-0,303
0,071;-30,5;-0,304
0,09;-31;-0,305
0,112;-31;-0,306
0,127;-31,5;-0,307
0,145;-31,5;-0,307
0,157;-32;-0,308
0,17;-32;-0,309
0,185;-32,5;-0,309
0,199;-32,5;-0,31
0,212;-32,5;-0,311
0,226;-32,5;-0,311
0,239;-33;-0,312
0,253;-33;-0,313
0,268;-34;-0,313
0,281;-34;-0,314
0,294;-34,5;-0,315
0,312;-35;-0,316
0,331;-35;-0,317
0,349;-35;-0,318
0,368;-35,5;-0,319
0,387;-36,5;-0,32
0,402;-36,5;-0,32
0,416;-37;-0,321
0,431;-37;-0,322
0,445;-37,5;-0,323
0,466;-38;-0,323
0,48;-38;-0,324
0,492;-39;-0,325
0,506;-39;-0,326
0,525;-39,5;-0,326
0,541;-40;-0,327
0,557;-40;-0,328
0,571;-40,5;-0,329
0,584;-40,5;-0,329
0,596;-41,5;-0,33
0,608;-41,5;-0,331
0,623;-42;-0,331
0,637;-42;-0,332
0,652;-42,5;-0,333
0,669;-42,5;-0,334
0,682;-42,5;-0,334
0,694;-44;-0,335
0,706;-44;-0,335
0,719;-44;-0,336
0,731;-44;-0,337
0,746;-44,5;-0,337
0,758;-44,5;-0,338
0,77;-44,5;-0,338
0,783;-45;-0,339
0,796;-45,5;-0,34
0,81;-45,5;-0,34
0,822;-46,5;-0,341
0,839;-46,5;-0,342
0,855;-46,5;-0,343
0,875;-47;-0,344
0,889;-47;-0,344
0,901;-48;-0,345
0,914;-48;-0,346
0,93;-48,5;-0,347
0,946;-48,5;-0,347
0,959;-49;-0,348
0,979;-49,5;-0,349
1,001;-50,5;-0,35
1,018;-50,5;-0,351
1,033;-51;-0,352
1,047;-51;-0,352
1,062;-51,5;-0,353
1,074;-52;-0,354
1,093;-52;-0,355
1,112;-53,5;-0,356
1,128;-53,5;-0,356
1,14;-54;-0,357
1,153;-54;-0,358
1,169;-54,5;-0,359
1,181;-54,5;-0,359
1,195;-55;-0,36
1,208;-56,5;-0,361
1,222;-56,5;-0,361
1,236;-56,5;-0,362
1,252;-57;-0,363
1,271;-57;-0,364
1,289;-58;-0,365
1,306;-58;-0,366
1,322;-59;-0,366
1,336;-60;-0,367
1,353;-60;-0,368
1,367;-60,5;-0,368
1,386;-61;-0,37
1,404;-61;-0,37
1,424;-62;-0,371
1,436;-62;-0,372
1,447;-63;-0,372
1,46;-63;-0,373
1,472;-63,5;-0,374
1,485;-63,5;-0,374
1,497;-64;-0,375
1,509;-64;-0,375
1,521;-65,5;-0,376
1,532;-65,5;-0,376
1,544;-66;-0,377
1,556;-66;-0,378
1,57;-66,5;-0,378
1,584;-66,5;-0,379
1,598;-67,5;-0,38
1,612;-67,5;-0,38
1,626;-68,5;-0,381
1,64;-68,5;-0,382
1,654;-69;-0,383
1,668;-69;-0,384
1,681;-70;-0,384
1,697;-70,5;-0,385
1,71;-70,5;-0,386
1,726;-70,5;-0,386
1,738;-70,5;-0,387
1,75;-72,5;-0,388
1,762;-72,5;-0,388
1,775;-73;-0,389
1,787;-73;-0,389
1,8;-73,5;-0,39
1,814;-73,5;-0,39
1,826;-75,5;-0,391
1,838;-75,5;-0,392
1,852;-76;-0,393
1,871;-76;-0,394
1,886;-76,5;-0,394
1,899;-76,5;-0,395
1,913;-77;-0,396
1,926;-78,5;-0,396
1,939;-78,5;-0,397
1,954;-79,5;-0,398
1,967;-79,5;-0,398
1,984;-80;-0,399
1,997;-80;-0,4
2,01;-80,5;-0,4
2,022;-80,5;-0,401
2,034;-82;-0,402
2,046;-82;-0,402
2,061;-83;-0,403
2,073;-83;-0,403
2,085;-83,5;-0,404
2,097;-83,5;-0,405
2,111;-84,5;-0,405
2,123;-84,5;-0,406
2,14;-85,5;-0,407
2,154;-86,5;-0,408
2,167;-86,5;-0,408
2,18;-86,5;-0,409
2,192;-87;-0,41
2,204;-87;-0,41
2,216;-88;-0,411
2,228;-88;-0,411
2,24;-89,5;-0,412
2,252;-89,5;-0,412
2,263;-90;-0,413
2,276;-90;-0,414
2,288;-91;-0,414
2,301;-91;-0,415
2,317;-91,5;-0,416
2,334;-93;-0,417
2,349;-93;-0,418
2,362;-94;-0,418
2,385;-94,5;-0,419
2,399;-94,5;-0,42
2,417;-95;-0,421
2,431;-95;-0,422
2,444;-97;-0,422
2,459;-97;-0,423
2,474;-97,5;-0,424
2,492;-98,5;-0,424
2,509;-98,5;-0,426
2,527;-99;-0,426
2,545;-100,5;-0,427
2,56;-100,5;-0,428
2,578;-101,5;-0,429
2,597;-102;-0,43
2,613;-102;-0,43
2,63;-102,5;-0,431
2,647;-104;-0,432
2,665;-104;-0,433
2,683;-105;-0,434
2,698;-105,5;-0,435
2,712;-105,5;-0,436
2,729;-106,5;-0,436
2,746;-108;-0,437
2,765;-108;-0,438
2,783;-108,5;-0,439
2,8;-109,5;-0,44
2,817;-109,5;-0,441
2,831;-111;-0,442
2,846;-111;-0,442
2,864;-111,5;-0,443
2,882;-112;-0,444
2,9;-112;-0,445
2,918;-113;-0,446
2,937;-114,5;-0,447
2,956;-115;-0,448
2,971;-115;-0,448
2,984;-116;-0,449
3;-116;-0,45
3,013;-116,5;-0,451
3,032;-116,5;-0,451
3,045;-117,5;-0,452
3,061;-118,5;-0,453
3,079;-118,5;-0,454
3,097;-118,5;-0,454
3,112;-119,5;-0,455
3,128;-119,5;-0,456
Tijd (s),Kracht (N),Verplaatsing (mm)
0;-30;-0,3
0;-30;-0,3
0,016;-30;-0,301
0,033;-30,5;-0,302
0,051;-30,5;-0,303
0,071;-30,5;-0,304
0,09;-31;-0,305
0,112;-31;-0,306
0,127;-31,5;-0,307
0,145;-31,5;-0,307
0,157;-32;-0,308
0,17;-32;-0,309
0,185;-32,5;-0,309
0,199;-32,5;-0,31
0,212;-32,5;-0,311
0,226;-32,5;-0,311
0,239;-33;-0,312
0,253;-33;-0,313
0,268;-34;-0,313
0,281;-34;-0,314
0,294;-34,5;-0,315
0,312;-35;-0,316
0,331;-35;-0,317
0,349;-35;-0,318
0,368;-35,5;-0,319
0,387;-36,5;-0,32
0,402;-36,5;-0,32
0,416;-37;-0,321
0,431;-37;-0,322
0,445;-37,5;-0,323
0,466;-38;-0,323
0,48;-38;-0,324
0,492;-39;-0,325
0,506;-39;-0,326
0,525;-39,5;-0,326
0,541;-40;-0,327
0,557;-40;-0,328
0,571;-40,5;-0,329
0,584;-40,5;-0,329
0,596;-41,5;-0,33
0,608;-41,5;-0,331
0,623;-42;-0,331
0,637;-42;-0,332
0,652;-42,5;-0,333
0,669;-42,5;-0,334
0,682;-42,5;-0,334
0,694;-44;-0,335
0,706;-44;-0,335
0,719;-44;-0,336
0,731;-44;-0,337
0,746;-44,5;-0,337
0,758;-44,5;-0,338
0,77;-44,5;-0,338
0,783;-45;-0,339
0,796;-45,5;-0,34
0,81;-45,5;-0,34
0,822;-46,5;-0,341
0,839;-46,5;-0,342
0,855;-46,5;-0,343
0,875;-47;-0,344
0,889;-47;-0,344
0,901;-48;-0,345
0,914;-48;-0,346
0,93;-48,5;-0,347
0,946;-48,5;-0,347
0,959;-49;-0,348
0,979;-49,5;-0,349
1,001;-50,5;-0,35
1,018;-50,5;-0,351
1,033;-51;-0,352
1,047;-51;-0,352
1,062;-51,5;-0,353
1,074;-52;-0,354
1,093;-52;-0,355
1,112;-53,5;-0,356
1,128;-53,5;-0,356
1,14;-54;-0,357
1,153;-54;-0,358
1,169;-54,5;-0,359
1,181;-54,5;-0,359
1,195;-55;-0,36
1,208;-56,5;-0,361
1,222;-56,5;-0,361
1,236;-56,5;-0,362
1,252;-57;-0,363
1,271;-57;-0,364
1,289;-58;-0,365
1,306;-58;-0,366
1,322;-59;-0,366
1,336;-60;-0,367
1,353;-60;-0,368
1,367;-60,5;-0,368
1,386;-61;-0,37
1,404;-61;-0,37
1,424;-62;-0,371
1,436;-62;-0,372
1,447;-63;-0,372
1,46;-63;-0,373
1,472;-63,5;-0,374
1,485;-63,5;-0,374
1,497;-64;-0,375
1,509;-64;-0,375
1,521;-65,5;-0,376
1,532;-65,5;-0,376
1,544;-66;-0,377
1,556;-66;-0,378
1,57;-66,5;-0,378
1,584;-66,5;-0,379
1,598;-67,5;-0,38
1,612;-67,5;-0,38
1,626;-68,5;-0,381
1,64;-68,5;-0,382
1,654;-69;-0,383
1,668;-69;-0,384
1,681;-70;-0,384
1,697;-70,5;-0,385
1,71;-70,5;-0,386
1,726;-70,5;-0,386
1,738;-70,5;-0,387
1,75;-72,5;-0,388
1,762;-72,5;-0,388
1,775;-73;-0,389
1,787;-73;-0,389
1,8;-73,5;-0,39
1,814;-73,5;-0,39
1,826;-75,5;-0,391
1,838;-75,5;-0,392
1,852;-76;-0,393
1,871;-76;-0,394
1,886;-76,5;-0,394
1,899;-76,5;-0,395
1,913;-77;-0,396
1,926;-78,5;-0,396
1,939;-78,5;-0,397
1,954;-79,5;-0,398
1,967;-79,5;-0,398
1,984;-80;-0,399
1,997;-80;-0,4
2,01;-80,5;-0,4
2,022;-80,5;-0,401
2,034;-82;-0,402
2,046;-82;-0,402
2,061;-83;-0,403
2,073;-83;-0,403
2,085;-83,5;-0,404
2,097;-83,5;-0,405
2,111;-84,5;-0,405
2,123;-84,5;-0,406
2,14;-85,5;-0,407
2,154;-86,5;-0,408
2,167;-86,5;-0,408
2,18;-86,5;-0,409
2,192;-87;-0,41
2,204;-87;-0,41
2,216;-88;-0,411
2,228;-88;-0,411
2,24;-89,5;-0,412
2,252;-89,5;-0,412
2,263;-90;-0,413
2,276;-90;-0,414
2,288;-91;-0,414
2,301;-91;-0,415
2,317;-91,5;-0,416
2,334;-93;-0,417
2,349;-93;-0,418
2,362;-94;-0,418
2,385;-94,5;-0,419
2,399;-94,5;-0,42
2,417;-95;-0,421
2,431;-95;-0,422
2,444;-97;-0,422
2,459;-97;-0,423
2,474;-97,5;-0,424
2,492;-98,5;-0,424
2,509;-98,5;-0,426
2,527;-99;-0,426
2,545;-100,5;-0,427
2,56;-100,5;-0,428
2,578;-101,5;-0,429
2,597;-102;-0,43
2,613;-102;-0,43
2,63;-102,5;-0,431
2,647;-104;-0,432
2,665;-104;-0,433
2,683;-105;-0,434
2,698;-105,5;-0,435
2,712;-105,5;-0,436
2,729;-106,5;-0,436
2,746;-108;-0,437
2,765;-108;-0,438
2,783;-108,5;-0,439
2,8;-109,5;-0,44
2,817;-109,5;-0,441
2,831;-111;-0,442
2,846;-111;-0,442
2,864;-111,5;-0,443
2,882;-112;-0,444
2,9;-112;-0,445
2,918;-113;-0,446
2,937;-114,5;-0,447
2,956;-115;-0,448
2,971;-115;-0,448
2,984;-116;-0,449
3;-116;-0,45
3,013;-116,5;-0,451
3,032;-116,5;-0,451
3,045;-117,5;-0,452
3,061;-118,5;-0,453
3,079;-118,5;-0,454
3,097;-118,5;-0,454
3,112;-119,5;-0,455
3,128;-119,5;-0,456
