Tijd (s)	Kracht (N)	Verplaatsing (mm)
2,005	-77	-0,477
2,019	-77	-0,478
2,04	-78	-0,479
2,056	-78	-0,48
2,068	-78	-0,48
2,081	-78	-0,481
2,096	-79,5	-0,482
Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,376
0	-30	-0,377
0,012	-30	-0,378
0,03	-30	-0,379
0,044	-31	-0,38
0,059	-31,5	-0,38
0,072	-31,5	-0,381
0,086	-32	-0,381
0,1	-32	-0,382
0,112	-32	-0,383
0,125	-32	-0,383
0,138	-33	-0,384
0,15	-33	-0,384
0,163	-33,5	-0,385
0,175	-33,5	-0,386
0,187	-34	-0,386
0,201	-34	-0,387
0,216	-34,5	-0,388
0,231	-34,5	-0,388
0,245	-35	-0,39
0,266	-35,5	-0,39
0,285	-35,5	-0,391
0,302	-36	-0,392
0,317	-36,5	-0,393
0,329	-36,5	-0,394
0,345	-37,5	-0,394
0,364	-37,5	-0,395
0,38	-38	-0,396
0,398	-38,5	-0,397
0,411	-38,5	-0,398
0,426	-39	-0,399
0,452	-40	-0,4
0,47	-40,5	-0,401
0,487	-40,5	-0,402
0,502	-41	-0,402
0,514	-41	-0,403
0,529	-41,5	-0,404
0,55	-42,5	-0,404
0,563	-42,5	-0,405
0,578	-42,5	-0,406
0,594	-42,5	-0,407
0,608	-43,5	-0,408
0,623	-43,5	-0,408
0,638	-44	-0,409
0,653	-44,5	-0,41
0,666	-44,5	-0,41
0,678	-45	-0,411
0,695	-45	-0,412
0,715	-45,5	-0,413
0,732	-46	-0,414
0,744	-46	-0,414
0,764	-46,5	-0,415
0,777	-47	-0,416
0,792	-47	-0,416
0,804	-47,5	-0,417
0,815	-47,5	-0,418
0,828	-48	-0,418
0,843	-48	-0,419
0,857	-49	-0,42
0,872	-49	-0,42
0,885	-49,5	-0,421
0,898	-49,5	-0,422
0,915	-50	-0,423
0,935	-50,5	-0,424
0,955	-51,5	-0,425
0,976	-51,5	-0,426
0,991	-52	-0,427
1,005	-52	-0,427
1,016	-52,5	-0,428
1,029	-53	-0,429
1,05	-53	-0,43
1,068	-54	-0,431
1,083	-54,5	-0,431
1,095	-54,5	-0,432
1,108	-54,5	-0,432
1,121	-55	-0,434
1,139	-55,5	-0,434
1,158	-55,5	-0,435
1,172	-56,5	-0,436
1,184	-56,5	-0,436
1,196	-57	-0,437
1,209	-57	-0,438
1,225	-57,5	-0,438
1,242	-58	-0,439
1,254	-58	-0,44
1,266	-59	-0,44
1,281	-59	-0,441
1,293	-59,5	-0,442
1,314	-59,5	-0,443
1,337	-59,5	-0,444
1,356	-60,5	-0,445
1,372	-61,5	-0,446
1,385	-61,5	-0,446
1,397	-61,5	-0,447
1,409	-61,5	-0,448
1,423	-62,5	-0,448
1,438	-63	-0,449
1,458	-63	-0,45
1,475	-64	-0,451
1,492	-64,5	-0,452
1,505	-64,5	-0,452
1,517	-64,5	-0,453
1,529	-65	-0,454
1,543	-65	-0,454
1,559	-65,5	-0,455
1,572	-66,5	-0,456
1,586	-66,5	-0,456
1,598	-67	-0,457
1,61	-67	-0,458
1,624	-67,5	-0,458
1,641	-67,5	-0,459
1,658	-68	-0,46
1,675	-69	-0,461
1,695	-69	-0,462
1,711	-69,5	-0,462
1,723	-69,5	-0,464
1,741	-70	-0,464
1,756	-70,5	-0,465
1,77	-70,5	-0,466
1,782	-72	-0,466
1,795	-72	-0,467
1,809	-72	-0,468
1,828	-72,5	-0,468
1,843	-72,5	-0,469
1,856	-73	-0,47
1,869	-73	-0,47
1,888	-74,5	-0,471
1,904	-75	-0,472
1,924	-75	-0,474
1,946	-75,5	-0,474
1,964	-75,5	-0,475
1,978	-75,5	-0,476
1,991	-77	-0,476
2,005	-77	-0,477
2,019	-77	-0,478
2,04	-78	-0,479
2,056	-78	-0,48
2,068	-78	-0,48
2,081	-78	-0,481
2,096	-79,5	-0,482
