Tijd (s)	Kracht (N)	Verplaatsing (mm)
0,029	-30	-0,314
0,048	-30	-0,315
0,061	-30	-0,315
0,074	-30,5	-0,316
0,086	-30,5	-0,316
0,097	-31	-0,317
0,11	-31	-0,318
0,122	-31	-0,318
0,134	-31	-0,319
0,146	-31,5	-0,32
0,159	-31,5	-0,32
0,173	-31,5	-0,321
0,185	-31,5	-0,322
0,197	-32,5	-0,322
0,209	-32,5	-0,323
0,221	-32,5	-0,324
0,233	-32,5	-0,324
0,245	-33	-0,325
0,256	-33	-0,325
0,27	-33,5	-0,326
0,282	-33,5	-0,326
0,295	-34	-0,327
0,31	-34	-0,328
0,326	-34,5	-0,329
0,34	-34,5	-0,329
0,352	-34,5	-0,33
0,364	-34,5	-0,331
0,378	-35	-0,331
0,396	-35,5	-0,333
0,424	-36	-0,334
0,439	-36	-0,334
0,454	-36	-0,335
0,467	-36	-0,336
0,48	-36,5	-0,336
0,492	-36,5	-0,337
0,505	-37,5	-0,338
0,519	-37,5	-0,338
0,532	-38	-0,339
0,545	-38	-0,34
0,56	-38,5	-0,34
0,574	-38,5	-0,341
0,587	-39	-0,342
0,6	-39,5	-0,342
0,613	-39,5	-0,343
0,627	-40	-0,344
0,642	-40	-0,344
0,657	-40,5	-0,345
0,673	-40,5	-0,346
0,687	-40,5	-0,347
0,703	-41,5	-0,348
0,716	-41,5	-0,348
0,73	-42	-0,349
0,749	-42	-0,35
0,766	-42,5	-0,351
0,782	-42,5	-0,352
0,799	-42,5	-0,352
0,814	-43,5	-0,353
0,827	-43,5	-0,354
0,84	-44	-0,354
0,853	-44	-0,356
0,875	-44	-0,356
0,891	-45	-0,357
0,909	-45	-0,358
0,921	-45,5	-0,358
0,934	-46	-0,359
0,947	-46	-0,36
0,961	-46,5	-0,36
0,974	-46,5	-0,361
0,986	-46,5	-0,362
0,999	-46,5	-0,362
1,015	-47,5	-0,363
1,029	-47,5	-0,364
1,043	-48	-0,364
1,057	-48	-0,365
1,07	-48,5	-0,366
1,083	-48,5	-0,366
1,096	-48,5	-0,367
1,108	-48,5	-0,368
1,12	-50	-0,368
1,133	-50	-0,369
1,145	-50,5	-0,37
1,162	-50,5	-0,37
1,177	-50,5	-0,371
1,191	-50,5	-0,372
1,203	-51	-0,372
1,216	-51	-0,373
1,229	-52,5	-0,374
1,241	-52,5	-0,374
1,253	-53	-0,375
1,267	-53	-0,376
1,28	-53	-0,376
1,296	-53,5	-0,377
1,311	-53,5	-0,378
1,324	-54,5	-0,378
1,337	-54,5	-0,379
1,35	-55	-0,38
1,362	-55	-0,38
1,375	-55,5	-0,381
1,39	-55,5	-0,382
1,409	-56	-0,383
1,423	-57	-0,384
1,437	-57	-0,384
1,45	-57,5	-0,385
1,463	-57,5	-0,385
1,475	-57,5	-0,386
1,486	-57,5	-0,386
1,5	-58	-0,387
1,515	-58	-0,388
1,528	-59	-0,388
1,541	-59	-0,389
1,554	-60	-0,39
1,567	-60	-0,39
1,583	-60,5	-0,391
1,598	-60,5	-0,392
1,611	-61	-0,393
1,627	-62	-0,394
1,643	-62	-0,394
1,662	-62,5	-0,395
1,679	-63	-0,396
1,696	-63	-0,397
1,71	-63,5	-0,398
1,728	-63,5	-0,398
1,742	-64,5	-0,399
1,754	-65	-0,4
1,768	-65	-0,401
1,784	-65,5	-0,402
1,812	-66	-0,403
1,83	-66	-0,404
1,847	-67	-0,405
1,864	-67,5	-0,405
1,876	-67,5	-0,406
1,891	-68	-0,407
1,908	-68	-0,408
1,924	-68,5	-0,408
1,936	-69,5	-0,409
1,949	-69,5	-0,41
1,963	-70	-0,41
1,977	-70	-0,411
1,989	-70,5	-0,412
2,002	-70,5	-0,412
2,016	-71	-0,413
2,03	-71	-0,414
2,043	-72	-0,414
2,056	-72	-0,415
2,068	-72	-0,416
2,082	-72	-0,416
2,096	-73	-0,417
2,11	-73	-0,418
2,124	-73	-0,418
2,14	-74,5	-0,419
2,159	-74,5	-0,42
2,171	-75	-0,421
2,187	-75	-0,422
2,2	-75,5	-0,422
2,214	-75,5	-0,423
2,228	-75,5	-0,424
2,24	-75,5	-0,424
2,252	-76,5	-0,425
2,268	-77	-0,426
2,281	-77	-0,426
2,294	-77,5	-0,427
2,311	-77,5	-0,428
2,324	-78	-0,428
2,336	-78	-0,429
2,349	-79,5	-0,43
2,361	-79,5	-0,43
