Tijd (s)	Kracht (N)	Verplaatsing (mm)
1,295	-64,5	-0,538
1,311	-64,5	-0,538
1,332	-65	-0,539
1,349	-65,5	-0,54
1,365	-67	-0,541
1,386	-67	-0,542
1,402	-67,5	-0,543
1,417	-68	-0,544
1,431	-68	-0,544
1,445	-68,5	-0,545
1,46	-68,5	-0,546
1,475	-70	-0,546
1,489	-70	-0,547
1,504	-70,5	-0,548
1,524	-71	-0,549
1,538	-71	-0,55
1,551	-71,5	-0,55
1,566	-71,5	-0,551
1,582	-73	-0,552
1,596	-73,5	-0,552
1,61	-73,5	-0,553
1,624	-74,5	-0,554
1,637	-74,5	-0,554
1,65	-75	-0,555
1,665	-75	-0,556
1,683	-76	-0,557
1,697	-77	-0,558
1,714	-77	-0,558
1,728	-77,5	-0,559
1,743	-77,5	-0,56
1,758	-78	-0,561
1,772	-78	-0,561
1,784	-79,5	-0,562
Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,472
0	-30	-0,473
0,013	-30,5	-0,474
0,026	-30,5	-0,474
0,04	-31,5	-0,475
0,056	-31,5	-0,476
0,07	-31,5	-0,477
0,087	-32	-0,478
0,102	-32	-0,478
0,115	-32,5	-0,479
0,13	-32,5	-0,48
0,145	-33,5	-0,48
0,162	-34	-0,481
0,178	-34	-0,482
0,192	-34,5	-0,483
0,208	-34,5	-0,483
0,222	-35	-0,484
0,237	-36	-0,485
0,255	-36	-0,486
0,271	-36,5	-0,486
0,286	-37	-0,487
0,304	-37	-0,488
0,317	-37,5	-0,489
0,335	-37,5	-0,49
0,351	-39	-0,49
0,365	-39	-0,491
0,382	-39	-0,492
0,399	-40	-0,493
0,413	-40	-0,493
0,426	-40	-0,494
0,442	-41,5	-0,495
0,458	-41,5	-0,496
0,473	-41,5	-0,497
0,492	-42,5	-0,498
0,512	-42,5	-0,499
0,537	-42,5	-0,5
0,552	-43,5	-0,501
0,568	-43,5	-0,501
0,58	-44	-0,502
0,606	-44,5	-0,503
0,622	-45	-0,504
0,636	-45	-0,505
0,649	-46	-0,505
0,661	-46	-0,506
0,676	-46,5	-0,507
0,695	-46,5	-0,508
0,71	-47	-0,508
0,726	-47,5	-0,509
0,741	-47,5	-0,51
0,756	-48,5	-0,511
0,772	-48,5	-0,511
0,784	-49	-0,512
0,799	-49	-0,513
0,813	-49,5	-0,514
0,829	-50	-0,514
0,845	-50	-0,515
0,859	-51	-0,516
0,873	-51	-0,516
0,89	-51,5	-0,517
0,904	-52,5	-0,518
0,921	-52,5	-0,519
0,935	-53	-0,519
0,949	-53	-0,52
0,966	-54	-0,521
0,982	-54,5	-0,522
0,997	-54,5	-0,523
1,013	-55,5	-0,523
1,026	-55,5	-0,524
1,038	-56	-0,524
1,05	-56	-0,525
1,066	-57,5	-0,527
1,091	-58	-0,528
1,113	-58,5	-0,529
1,13	-59	-0,53
1,149	-59	-0,531
1,17	-60,5	-0,532
1,186	-61	-0,532
1,202	-61	-0,533
1,219	-61,5	-0,534
1,235	-62,5	-0,535
1,253	-62,5	-0,535
1,265	-63,5	-0,536
1,278	-63,5	-0,537
1,295	-64,5	-0,538
1,311	-64,5	-0,538
1,332	-65	-0,539
1,349	-65,5	-0,54
1,365	-67	-0,541
1,386	-67	-0,542
1,402	-67,5	-0,543
1,417	-68	-0,544
1,431	-68	-0,544
1,445	-68,5	-0,545
1,46	-68,5	-0,546
1,475	-70	-0,546
1,489	-70	-0,547
1,504	-70,5	-0,548
1,524	-71	-0,549
1,538	-71	-0,55
1,551	-71,5	-0,55
1,566	-71,5	-0,551
1,582	-73	-0,552
1,596	-73,5	-0,552
1,61	-73,5	-0,553
1,624	-74,5	-0,554
1,637	-74,5	-0,554
1,65	-75	-0,555
1,665	-75	-0,556
1,683	-76	-0,557
1,697	-77	-0,558
1,714	-77	-0,558
1,728	-77,5	-0,559
1,743	-77,5	-0,56
1,758	-78	-0,561
1,772	-78	-0,561
1,784	-79,5	-0,562
