Tijd (s)	Kracht (N)	Verplaatsing (mm)
0,615	-40	-0,364
0,628	-40,5	-0,364
0,642	-40,5	-0,365
0,658	-41	-0,366
0,674	-41	-0,367
0,688	-41	-0,368
0,705	-42	-0,368
0,719	-42	-0,369
0,733	-42,5	-0,37
0,745	-42,5	-0,37
0,76	-42,5	-0,371
0,775	-43	-0,372
0,79	-43	-0,372
0,803	-44	-0,373
0,821	-44	-0,374
0,835	-44,5	-0,375
0,849	-44,5	-0,376
0,864	-45	-0,376
0,876	-45	-0,377
0,89	-45,5	-0,378
0,903	-45,5	-0,378
0,916	-45,5	-0,379
0,929	-47	-0,38
0,943	-47	-0,38
0,956	-47,5	-0,381
0,973	-47,5	-0,382
0,987	-48	-0,382
0,999	-48	-0,383
1,013	-49	-0,384
1,027	-49	-0,385
1,043	-50	-0,385
1,057	-50	-0,386
1,07	-50,5	-0,386
1,083	-51	-0,387
1,097	-51	-0,388
1,111	-52	-0,389
1,126	-52	-0,389
1,139	-52,5	-0,39
1,153	-52,5	-0,39
1,165	-53	-0,391
1,177	-53	-0,392
1,192	-53,5	-0,392
1,206	-53,5	-0,394
1,223	-55	-0,395
1,248	-55,5	-0,395
1,261	-55,5	-0,396
1,274	-56	-0,397
1,288	-56	-0,397
1,302	-56,5	-0,398
1,317	-58	-0,399
1,329	-58	-0,4
1,342	-59	-0,4
1,356	-59	-0,401
1,372	-59,5	-0,402
1,387	-59,5	-0,402
1,4	-60	-0,403
1,412	-60	-0,404
1,426	-61,5	-0,404
1,442	-62	-0,405
1,457	-62	-0,406
1,472	-63	-0,407
1,487	-63	-0,408
1,5	-63,5	-0,408
1,517	-63,5	-0,409
1,53	-65	-0,41
1,546	-65,5	-0,411
1,567	-65,5	-0,412
1,582	-66	-0,412
1,594	-66	-0,413
1,609	-66,5	-0,413
1,622	-68	-0,414
1,636	-68	-0,415
1,65	-68,5	-0,416
1,666	-68,5	-0,416
1,679	-69	-0,417
1,697	-69	-0,418
1,71	-70	-0,418
1,726	-71,5	-0,419
1,745	-71,5	-0,42
1,762	-72	-0,421
1,775	-73	-0,422
1,788	-73	-0,422
1,8	-73	-0,423
1,814	-73,5	-0,424
1,828	-75	-0,424
1,844	-75	-0,425
1,858	-75,5	-0,426
1,873	-75,5	-0,426
1,888	-76	-0,427
1,903	-77	-0,428
1,917	-77	-0,429
1,93	-78,5	-0,429
1,943	-78,5	-0,43
1,957	-79	-0,431
1,973	-79	-0,432
